1 1:-0.15748031496062986 2:0.317829457364341 3:-0.265203125
1 1:-0.18307086614173218 2:0.565891472868217 3:-0.3423125
1 1:-0.24409448818897628 2:0.0852713178294573 3:-0.47240625
1 1:0.37007874015748055 2:0.20930232558139528 3:-0.813671875
1 1:-0.2559055118110236 2:0.39534883720930236 3:-0.418546875
1 1:-0.2224409448818897 2:0.317829457364341 3:-0.08223437500000008
1 1:0.36220472440944884 2:0.13178294573643412 3:-0.686609375
1 1:0.20472440944881898 2:0.4263565891472869 3:-0.41795312500000004
1 1:-0.2775590551181103 2:0.5348837209302324 3:-0.3721875
1 1:-0.2499999999999999 2:0.20930232558139528 3:-0.2588281250000001
1 1:-0.3523622047244095 2:0.17829457364341073 3:-0.5253125
1 1:-0.17322834645669294 2:0.39534883720930236 3:-0.241953125
1 1:0.4133858267716537 2:0.023255813953488413 3:-0.6311875
1 1:-0.2637795275590551 2:0.4418604651162792 3:-0.15814062500000003
1 1:-0.5196850393700787 2:0.4883720930232558 3:-0.4561406250000001
1 1:0.40944881889763773 2:-0.054263565891472965 3:-0.598421875
1 1:-0.19881889763779526 2:0.5813953488372092 3:-0.39250000000000007
1 1:-0.12992125984251968 2:0.03875968992248069 3:0.10210937499999995
1 1:-0.3051181102362205 2:0.3023255813953487 3:-0.22746875
1 1:-0.1948818897637794 2:0.007751937984496138 3:-0.12320312499999997
1 1:-0.23228346456692905 2:0.023255813953488413 3:0.02678124999999998
1 1:-0.24606299212598426 2:0.023255813953488413 3:-0.333421875
1 1:0.32283464566929143 2:0.193798449612403 3:-0.525578125
1 1:-0.23425196850393692 2:0.11627906976744184 3:0.046093750000000044
1 1:0.143700787401575 2:0.4728682170542635 3:-0.8633437500000001
1 1:0.3720472440944882 2:0.193798449612403 3:-0.6945625
1 1:-0.00393700787401563 2:0.16279069767441867 3:-0.5703125
1 1:-0.34842519685039364 2:0.2558139534883721 3:-0.538359375
1 1:-0.07677165354330706 2:0.1472868217054264 3:-0.53125
1 1:-0.1889763779527559 2:0.4418604651162792 3:-0.18332812500000006
1 1:-0.3917322834645668 2:0.193798449612403 3:-0.27426562500000007
1 1:-0.28543307086614156 2:0.39534883720930236 3:-0.0641718750000001
1 1:-0.15944881889763773 2:0.20930232558139528 3:-0.20937499999999998
1 1:0.45669291338582685 2:0.054263565891472965 3:-0.625796875
1 1:0.10236220472440949 2:0.4263565891472869 3:-0.8633437500000001
1 1:0.05708661417322847 2:0.5038759689922481 3:-0.885359375
1 1:0.1279527559055118 2:0.4728682170542635 3:-0.885359375
1 1:0.20669291338582685 2:0.45736434108527124 3:-0.8125
1 1:0.4448818897637794 2:0.023255813953488413 3:-0.625796875
1 1:0.39566929133858264 2:0.22480620155038755 3:-0.79384375
1 1:0.44881889763779537 2:0.193798449612403 3:-0.80603125
1 1:-0.28543307086614156 2:0.28682170542635643 3:-0.57259375
1 1:-0.29527559055118113 2:0.4418604651162792 3:-0.42990624999999993
1 1:-0.2165354330708661 2:0.054263565891472965 3:-0.14415624999999999
1 1:-0.22834645669291342 2:0.5503875968992247 3:-0.37879687500000003
1 1:-0.23425196850393692 2:0.24031007751937983 3:0.0013906249999999787
1 1:-0.27362204724409445 2:0.4883720930232558 3:-0.46082812500000003
1 1:-0.32086614173228345 2:0.3023255813953487 3:-0.539265625
1 1:-0.28149606299212593 2:0.22480620155038755 3:-0.420578125
1 1:-0.2086614173228346 2:0.5348837209302324 3:-0.604171875
1 1:-0.3444881889763779 2:0.193798449612403 3:-0.255625
1 1:0.38976377952755903 2:0.27131782945736416 3:-0.609375
1 1:-0.3188976377952756 2:0.27131782945736416 3:-0.825015625
1 1:0.07086614173228356 2:0.4883720930232558 3:-0.8623125
1 1:-0.22834645669291342 2:0.2558139534883721 3:-0.364
1 1:0.4803149606299213 2:-0.007751937984496138 3:-0.597890625
1 1:-0.13188976377952755 2:0.4263565891472869 3:-0.326828125
1 1:-0.14370078740157466 2:0.4418604651162792 3:-0.05892187500000001
1 1:0.454724409448819 2:0.007751937984496138 3:-0.5879218749999999
1 1:-0.23622047244094468 2:0.16279069767441867 3:-0.11531249999999993
1 1:-0.23818897637795278 2:0.317829457364341 3:-0.30353125000000003
1 1:-0.2618110236220472 2:0.28682170542635643 3:-0.201078125
1 1:0.3366141732283465 2:0.11627906976744184 3:-0.676640625
1 1:0.454724409448819 2:0.054263565891472965 3:-0.590453125
1 1:-0.3307086614173228 2:0.28682170542635643 3:-0.7071875
